無價,m o u ˨ ˩   k aː ˧
無價之寶,m o u ˨ ˩   k aː ˧   t s iː ˥   p o u ˧ ˥
無償,m o u ˨ ˩   s œː ŋ ˨ ˩
無冤無仇,m o u ˨ ˩   j yː n ˥   m o u ˨ ˩   s ɐ u ˨ ˩
無出其右者,m o u ˨ ˩   t sʰ ɵ t ˥   kʰ e i ˨ ˩   j ɐ u ˨   t s ɛː ˧ ˥
無分,m o u ˨ ˩   f ɐ n ˥
無分彼此,m o u ˨ ˩   f ɐ n ˥   p e i ˧ ˥   t sʰ iː ˩ ˧
無分軒輊,m o u ˨ ˩   f ɐ n ˥   h iː n ˥   t s iː ˧
無利可圖,m o u ˨ ˩   l e i ˨   h ɔː ˧ ˥   tʰ o u ˨ ˩
無力,m o u ˨ ˩   l ɪ k ˨
無功而退,m o u ˨ ˩   k ʊ ŋ ˥   j iː ˨ ˩   tʰ ɵ y ˧
無助,m o u ˨ ˩   t s ɔː ˨
無助於,m o u ˨ ˩   t s ɔː ˨   j yː ˥
無動於衷,m o u ˨ ˩   t ʊ ŋ ˨   j yː ˥   t sʰ ʊ ŋ ˥
無厘頭,m o u ˨ ˩   l e i ˨ ˩   tʰ ɐ u ˨ ˩
無[口＋拏][口＋拏],m o u ˨ ˩   n aː ˥   n aː ˥
無可,m o u ˨ ˩   h ɔː ˧ ˥
無可厚非,m o u ˨ ˩   h ɔː ˧ ˥   h ɐ u ˩ ˧   f e i ˥
無可奈何,"m o u ˨ ˩   h ɔː ˧ ˥   n ɔː i ˨   h ɔː ˨ ˩, m o u ˨ ˩   h ɔː ˧ ˥   l ɔː i ˨   h ɔː ˨ ˩"
無可奉告,m o u ˨ ˩   h ɔː ˧ ˥   f ʊ ŋ ˨   k o u ˧
無可救藥,m o u ˨ ˩   h ɔː ˧ ˥   k ɐ u ˧   j œː k ˨
無可避免,m o u ˨ ˩   h ɔː ˧ ˥   p e i ˨   m iː n ˩ ˧
無可非議,m o u ˨ ˩   h ɔː ˧ ˥   f e i ˥   j iː ˩ ˧
無名小卒,m o u ˨ ˩   m ɪ ŋ ˨ ˩   s iː u ˧ ˥   t s ɵ t ˥
無名指,m o u ˨ ˩   m ɪ ŋ ˨ ˩   t s iː ˧ ˥
無名氏,m o u ˨ ˩   m ɪ ŋ ˨ ˩   s iː ˨
無名火,m o u ˨ ˩   m ɪ ŋ ˨ ˩   f ɔː ˧ ˥
無名英雄,m o u ˨ ˩   m ɪ ŋ ˨ ˩   j ɪ ŋ ˥   h ʊ ŋ ˨ ˩
無味,m o u ˨ ˩   m e i ˨
無啦啦,m o u ˨ ˩   n aː ˥   n aː ˥
無國籍,m o u ˨ ˩   k w ɔː k ˧   t s ɪ k ˨
無地自容,m o u ˨ ˩   t e i ˨   t s iː ˨   j ʊ ŋ ˨ ˩
無垠,"m o u ˨ ˩   ŋ ɐ n ˨ ˩, m o u ˨ ˩   ɐ n ˨ ˩"
無奇不有,m o u ˨ ˩   kʰ e i ˨ ˩   p ɐ t ˥   j ɐ u ˩ ˧
無奈,"m o u ˨ ˩   n ɔː i ˨, m o u ˨ ˩   l ɔː i ˨"
無妨,m o u ˨ ˩   f ɔː ŋ ˨ ˩
無孔不入,m o u ˨ ˩   h ʊ ŋ ˧ ˥   p ɐ t ˥   j ɐ p ˨
無害,m o u ˨ ˩   h ɔː i ˨
無家可歸,m o u ˨ ˩   k aː ˥   h ɔː ˧ ˥   k w ɐ i ˥
無寃無仇,m o u ˨ ˩   j yː n ˥   m o u ˨ ˩   s ɐ u ˨ ˩
無尾熊,m o u ˨ ˩   m e i ˩ ˧   h ʊ ŋ ˨ ˩
無師自通,m o u ˨ ˩   s iː ˥   t s iː ˨   tʰ ʊ ŋ ˥
無常,m o u ˨ ˩   s œː ŋ ˨ ˩
無底洞,m o u ˨ ˩   t ɐ i ˧ ˥   t ʊ ŋ ˨
無庸置疑,m o u ˨ ˩   j ʊ ŋ ˨ ˩   t s iː ˧   j iː ˨ ˩
無影無蹤,m o u ˨ ˩   j ɪ ŋ ˧ ˥   m o u ˨ ˩   t s ʊ ŋ ˥
無往不利,m o u ˨ ˩   w ɔː ŋ ˩ ˧   p ɐ t ˥   l e i ˨
無後顧之憂,m o u ˨ ˩   h ɐ u ˨   k uː ˧   t s iː ˥   j ɐ u ˥
無從,m o u ˨ ˩   t sʰ ʊ ŋ ˨ ˩
無從交代,m o u ˨ ˩   t sʰ ʊ ŋ ˨ ˩   k aː u ˥   t ɔː i ˨
無微不至,m o u ˨ ˩   m e i ˨ ˩   p ɐ t ˥   t s iː ˧
無心之過,m o u ˨ ˩   s ɐ m ˥   t s iː ˥   k w ɔː ˧
無怨無悔,m o u ˨ ˩   j yː n ˧   m o u ˨ ˩   f uː i ˧
無恙,m o u ˨ ˩   j œː ŋ ˨
無恥,m o u ˨ ˩   t sʰ iː ˧ ˥
無恥之徒,m o u ˨ ˩   t sʰ iː ˧ ˥   t s iː ˥   tʰ o u ˨ ˩
無情,m o u ˨ ˩   t sʰ ɪ ŋ ˨ ˩
無情白事,m o u ˨ ˩   t sʰ ɪ ŋ ˨ ˩   p aː k ˨   s iː ˨
無惡不作,"m o u ˨ ˩   ɔː k ˧   p ɐ t ˥   t s ɔː k ˧, m o u ˨ ˩   ŋ ɔː k ˧   p ɐ t ˥   t s ɔː k ˧"
無意中,m o u ˨ ˩   j iː ˧   t s ʊ ŋ ˥
無憂無慮,m o u ˨ ˩   j ɐ u ˥   m o u ˨ ˩   l ɵ y ˨
無憑無據,m o u ˨ ˩   pʰ ɐ ŋ ˨ ˩   m o u ˨ ˩   k ɵ y ˧
無懈可擊,m o u ˨ ˩   h aː i ˨   h ɔː ˧ ˥   k ɪ k ˥
無所不包,m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   p aː u ˥
無所不為,m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   w ɐ i ˨ ˩
無所不用其極,m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   j ʊ ŋ ˨   kʰ e i ˨ ˩   k ɪ k ˨
無所不知,m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   t s iː ˥
無所不能,"m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   n ɐ ŋ ˨ ˩, m o u ˨ ˩   s ɔː ˧ ˥   p ɐ t ˥   l ɐ ŋ ˨ ˩"
無所事事,m o u ˨ ˩   s ɔː ˧ ˥   s iː ˨   s iː ˨
無所忌諱,m o u ˨ ˩   s ɔː ˧ ˥   k e i ˨   w ɐ i ˩ ˧
無所畏懼,m o u ˨ ˩   s ɔː ˧ ˥   w ɐ i ˧   k ɵ y ˨
無所謂,m o u ˨ ˩   s ɔː ˧ ˥   w ɐ i ˨
無所遁形,m o u ˨ ˩   s ɔː ˧ ˥   t ɵ n ˨   j ɪ ŋ ˨ ˩
無所適從,m o u ˨ ˩   s ɔː ˧ ˥   s ɪ k ˥   t sʰ ʊ ŋ ˨ ˩
無技可施,m o u ˨ ˩   k e i ˨   h ɔː ˧ ˥   s iː ˥
無拏拏,m o u ˨ ˩   n aː ˥   n aː ˥
無拘,m o u ˨ ˩   kʰ ɵ y ˥
無拘無束,m o u ˨ ˩   kʰ ɵ y ˥   m o u ˨ ˩   t sʰ ʊ k ˥
無損,m o u ˨ ˩   s yː n ˧ ˥
無條件,m o u ˨ ˩   tʰ iː u ˨ ˩   k iː n ˨
無條件投降,m o u ˨ ˩   tʰ iː u ˨ ˩   k iː n ˨   tʰ ɐ u ˨ ˩   h ɔː ŋ ˨ ˩
無業,m o u ˨ ˩   j iː p ˨
無業遊民,m o u ˨ ˩   j iː p ˨   j ɐ u ˨ ˩   m ɐ n ˨ ˩
無機,m o u ˨ ˩   k e i ˥
無機化合物,m o u ˨ ˩   k e i ˥   f aː ˧   h ɔː k ˨   m ɐ t ˨
無機化學,m o u ˨ ˩   k e i ˥   f aː ˧   h ɔː k ˨
無機可乘,m o u ˨ ˩   k e i ˥   h ɔː ˧ ˥   s ɪ ŋ ˨ ˩
無止境,m o u ˨ ˩   t s iː ˧ ˥   k ɪ ŋ ˧ ˥
無毒不丈夫,m o u ˨ ˩   t ʊ k ˨   p ɐ t ˥   t s œː ŋ ˨   f uː ˥
無比,m o u ˨ ˩   p e i ˧ ˥
無法無天,m o u ˨ ˩   f aː t ˧   m o u ˨ ˩   tʰ iː n ˥
無涯,"m o u ˨ ˩   ŋ aː i ˨ ˩, m o u ˨ ˩   aː i ˨ ˩"
無濟於事,m o u ˨ ˩   t s ɐ i ˧   j yː ˥   s iː ˨
無無端端,m o u ˨ ˩   m o u ˨ ˩   t yː n ˥   t yː n ˥
無牽無掛,m o u ˨ ˩   h iː n ˥   m o u ˨ ˩   k w aː ˧
無獨有偶,"m o u ˨ ˩   t ʊ k ˨   j ɐ u ˩ ˧   ŋ ɐ u ˩ ˧, m o u ˨ ˩   t ʊ k ˨   j ɐ u ˩ ˧   ɐ u ˩ ˧"
無理,m o u ˨ ˩   l e i ˩ ˧
無理取鬧,"m o u ˨ ˩   l e i ˩ ˧   t sʰ ɵ y ˧ ˥   n aː u ˨, m o u ˨ ˩   l e i ˩ ˧   t sʰ ɵ y ˧ ˥   l aː u ˨"
無瑕,m o u ˨ ˩   h aː ˨ ˩
無產階級,m o u ˨ ˩   t sʰ aː n ˧ ˥   k aː i ˥   kʰ ɐ p ˥
無產階級革命,m o u ˨ ˩   t sʰ aː n ˧ ˥   k aː i ˥   kʰ ɐ p ˥   k aː k ˧   m ɪ ŋ ˨
無畏,m o u ˨ ˩   w ɐ i ˧
無異,m o u ˨ ˩   j iː ˨
無異議,m o u ˨ ˩   j iː ˨   j iː ˩ ˧
無異議通過,m o u ˨ ˩   j iː ˨   j iː ˩ ˧   tʰ ʊ ŋ ˥   k w ɔː ˧
無疑,m o u ˨ ˩   j iː ˨ ˩
無病呻吟,m o u ˨ ˩   p ɪ ŋ ˨   s ɐ n ˥   j ɐ m ˨ ˩
無的放矢,m o u ˨ ˩   t ɪ k ˥   f ɔː ŋ ˧   t sʰ iː ˧ ˥
無益,m o u ˨ ˩   j ɪ k ˥
無盡,m o u ˨ ˩   t s ɵ n ˨
無知,m o u ˨ ˩   t s iː ˥
無神論,m o u ˨ ˩   s ɐ n ˨ ˩   l ɵ n ˨
無福消受,m o u ˨ ˩   f ʊ k ˥   s iː u ˥   s ɐ u ˨
無禮,m o u ˨ ˩   l ɐ i ˩ ˧
無稽之談,m o u ˨ ˩   kʰ ɐ i ˥   t s iː ˥   tʰ aː m ˨ ˩
無窮無盡,m o u ˨ ˩   kʰ ʊ ŋ ˨ ˩   m o u ˨ ˩   t s ɵ n ˨
無端挑釁,m o u ˨ ˩   t yː n ˥   tʰ iː u ˥   j ɐ n ˨
無端白事,m o u ˨ ˩   t yː n ˥   p aː k ˨   s iː ˨
無端端,m o u ˨ ˩   t yː n ˥   t yː n ˥
無米之炊,m o u ˨ ˩   m ɐ i ˩ ˧   t s iː ˥   t sʰ ɵ y ˥
無精打采,m o u ˨ ˩   t s ɪ ŋ ˥   t aː ˧ ˥   t sʰ ɔː i ˧ ˥
無綫電台,m o u ˨ ˩   s iː n ˧   t iː n ˨   tʰ ɔː i ˨ ˩
無綫電臺,m o u ˨ ˩   s iː n ˧   t iː n ˨   tʰ ɔː i ˨ ˩
無線,m o u ˨ ˩   s iː n ˧
無線電,m o u ˨ ˩   s iː n ˧   t iː n ˨
無線電台,m o u ˨ ˩   s iː n ˧   t iː n ˨   tʰ ɔː i ˨ ˩
無線電臺,m o u ˨ ˩   s iː n ˧   t iː n ˨   tʰ ɔː i ˨ ˩
無線電視,m o u ˨ ˩   s iː n ˧   t iː n ˨   s iː ˨
無線電視台,m o u ˨ ˩   s iː n ˧   t iː n ˨   s iː ˨   tʰ ɔː i ˨ ˩
無線電話,m o u ˨ ˩   s iː n ˧   t iː n ˨   w aː ˧ ˥
無線電通信,m o u ˨ ˩   s iː n ˧   t iː n ˨   tʰ ʊ ŋ ˥   s ɵ n ˧
無緣,m o u ˨ ˩   j yː n ˨ ˩
無緣無故,m o u ˨ ˩   j yː n ˨ ˩   m o u ˨ ˩   k uː ˧
無罪,m o u ˨ ˩   t s ɵ y ˨
無聊,m o u ˨ ˩   l iː u ˨ ˩
無聊賴,m o u ˨ ˩   l iː u ˨ ˩   l aː i ˨
無聲無息,m o u ˨ ˩   s ɪ ŋ ˥   m o u ˨ ˩   s ɪ k ˥
無能,"m o u ˨ ˩   n ɐ ŋ ˨ ˩, m o u ˨ ˩   l ɐ ŋ ˨ ˩"
無能為力,"m o u ˨ ˩   n ɐ ŋ ˨ ˩   w ɐ i ˨ ˩   l ɪ k ˨, m o u ˨ ˩   l ɐ ŋ ˨ ˩   w ɐ i ˨ ˩   l ɪ k ˨"
無與倫比,m o u ˨ ˩   j yː ˩ ˧   l ɵ n ˨ ˩   p e i ˧ ˥
無色,m o u ˨ ˩   s ɪ k ˥
無花果,m o u ˨ ˩   f aː ˥   k w ɔː ˧ ˥
無花果樹,m o u ˨ ˩   f aː ˥   k w ɔː ˧ ˥   s yː ˨
無處可逃,m o u ˨ ˩   t sʰ yː ˧   h ɔː ˧ ˥   tʰ o u ˨ ˩
無補於事,m o u ˨ ˩   p o u ˧ ˥   j yː ˥   s iː ˨
無視,m o u ˨ ˩   s iː ˨
無言,m o u ˨ ˩   j iː n ˨ ˩
無言以對,m o u ˨ ˩   j iː n ˨ ˩   j iː ˩ ˧   t ɵ y ˧
無計可施,m o u ˨ ˩   k ɐ i ˧   h ɔː ˧ ˥   s iː ˥
無語,m o u ˨ ˩   j yː ˩ ˧
無誤,m o u ˨ ˩   ŋ ˨
無論,m o u ˨ ˩   l ɵ n ˨
無論如何,m o u ˨ ˩   l ɵ n ˨   j yː ˨ ˩   h ɔː ˨ ˩
無謂,m o u ˨ ˩   w ɐ i ˨
無謂嘢,m o u ˨ ˩   w ɐ i ˨   j ɛː ˩ ˧
無賴,m o u ˨ ˩   l aː i ˨
無賴漢,m o u ˨ ˩   l aː i ˨   h ɔː n ˧
無足輕重,m o u ˨ ˩   t s ʊ k ˥   h ɪ ŋ ˥   t sʰ ʊ ŋ ˩ ˧
無蹤,m o u ˨ ˩   t s ʊ ŋ ˥
無辜,m o u ˨ ˩   k uː ˥
無遺,m o u ˨ ˩   w ɐ i ˨ ˩
無邊無際,m o u ˨ ˩   p iː n ˥   m o u ˨ ˩   t s ɐ i ˧
無邪,m o u ˨ ˩   t sʰ ɛː ˨ ˩
無釐頭,m o u ˨ ˩   l e i ˨ ˩   tʰ ɐ u ˨ ˩
無關痛癢,m o u ˨ ˩   k w aː n ˥   tʰ ʊ ŋ ˧   j œː ŋ ˩ ˧
無關緊要,m o u ˩ ˧   k w aː n ˥   k ɐ n ˧ ˥   j iː u ˧
無阻,m o u ˨ ˩   t s ɔː ˧ ˥
無限,m o u ˨ ˩   h aː n ˨
無限公司,m o u ˨ ˩   h aː n ˨   k ʊ ŋ ˥   s iː ˥
無隙可乘,m o u ˨ ˩   k w ɪ k ˥   h ɔː ˧ ˥   s ɪ ŋ ˨ ˩
無非,m o u ˨ ˩   f e i ˥
無須,m o u ˨ ˩   s ɵ y ˥
無顏見江東父老,"m o u ˨ ˩   ŋ aː n ˨ ˩   k iː n ˧   k ɔː ŋ ˥   t ʊ ŋ ˥   f uː ˨   l o u ˩ ˧, m o u ˨ ˩   aː n ˨ ˩   k iː n ˧   k ɔː ŋ ˥   t ʊ ŋ ˥   f uː ˨   l o u ˩ ˧"
無風不起浪,m o u ˨ ˩   f ʊ ŋ ˥   p ɐ t ˥   h e i ˧ ˥   l ɔː ŋ ˨
無黨籍,m o u ˨ ˩   t ɔː ŋ ˧ ˥   t s ɪ k ˨
焦,t s iː u ˥
焦慮,t s iː u ˥   l ɵ y ˨
焦炭,t s iː u ˥   tʰ aː n ˧
焦點,t s iː u ˥   t iː m ˧ ˥
焫,n aː t ˧
焫,"n aː t ˧, l aː t ˧"
焫傷,"n aː t ˧   s œː ŋ ˥, l aː t ˧   s œː ŋ ˥"
焫咗,"n aː t ˧   t s ɔː ˧ ˥, l aː t ˧   t s ɔː ˧ ˥"
焫親,"n aː t ˧   t sʰ ɐ n ˥, l aː t ˧   t sʰ ɐ n ˥"
焫雞,"n aː t ˧   k ɐ i ˥, l aː t ˧   k ɐ i ˥"
焭,kʰ ɪ ŋ ˨ ˩
焮,j ɐ n ˥
焯,t sʰ œː k ˧
焯,"t sʰ œː k ˧, t s œː k ˧"
焰,"j iː m ˨ ˩, j iː m ˨"
焱,j iː m ˨
然,j iː n ˨ ˩
然之後,j iː n ˨ ˩   t s iː ˥   h ɐ u ˨
然後,j iː n ˨ ˩   h ɐ u ˨
焾,n ɐ m ˨ ˩
焿,k ɐ ŋ ˥
煀,w ɐ t ˥
煁,"n ɐ m ˨ ˩, l ɐ m ˨ ˩"
煁,"n ɐ m ˨ ˩, s ɐ m ˨ ˩"
煁啤啤,"n ɐ m ˨ ˩   p ɛː ˨ ˩   p ɛː ˨ ˩, l ɐ m ˨ ˩   p ɛː ˨ ˩   p ɛː ˨ ˩"
煅,t yː n ˧
煆,"t yː n ˨, h aː ˨"
煇,"f ɐ i ˥, w ɐ i ˥"
煉,l iː n ˨
煉鋼,l iː n ˨   k ɔː ŋ ˧
煉鐵,l iː n ˨   tʰ iː t ˧
煋,s ɪ ŋ ˥
煌,w ɔː ŋ ˨ ˩
煍,t sʰ ɐ u ˥
煎pan,t s iː n ˥   pʰ ɛː n ˥
煎,t s iː n ˥
煎䭔,t s iː n ˥   t ɵ y ˥
煎堆,t s iː n ˥   t ɵ y ˥
煎熬,"t s iː n ˥   ŋ o u ˨ ˩, t s iː n ˥   o u ˨ ˩, t s iː n ˥   ɐ u ˨ ˩"
煏,p ɪ k ˨
煑,t s yː ˧ ˥
煒,w ɐ i ˩ ˧
煔,s iː m ˧ ˥
煖,"h yː n ˥, n yː n ˩ ˧"
煙,j iː n ˥
煙三文魚,j iː n ˥   s aː m ˥   m ɐ n ˨ ˩   j yː ˧ ˥
煙仔,j iː n ˥   t s ɐ i ˧ ˥
煙仔檔,j iː n ˥   t s ɐ i ˧ ˥   t ɔː ŋ ˧
煙使,j iː n ˥   s iː ˧ ˥
煙友,j iː n ˥   j ɐ u ˧ ˥
煙味,j iː n ˥   m e i ˨
煙囪,j iː n ˥   t sʰ ʊ ŋ ˥
煙塵,j iː n ˥   t sʰ ɐ n ˨ ˩
煙塵滾滾,j iː n ˥   t sʰ ɐ n ˨ ˩   k w ɐ n ˧ ˥   k w ɐ n ˧ ˥
煙士,j iː n ˥   s iː ˧ ˥
煙火,j iː n ˥   f ɔː ˧ ˥
煙灰盅,j iː n ˥   f uː i ˥   t s ʊ ŋ ˥
煙癮,j iː n ˥   j ɐ n ˧ ˥
煙肉,j iː n ˥   j ʊ k ˨
煙花,j iː n ˥   f aː ˥
煙製食物,j iː n ˥   t s ɐ i ˧   s ɪ k ˨   m ɐ t ˨
煙通,j iː n ˥   tʰ ʊ ŋ ˥
煙酒不沾,j iː n ˥   t s ɐ u ˧ ˥   p ɐ t ˥   t s iː m ˥
煙鏟,j iː n ˥   t sʰ aː n ˧ ˥
煙霞,j iː n ˥   h aː ˨ ˩
煙韌,j iː n ˥   ŋ ɐ n ˨
煙頭,j iː n ˥   tʰ ɐ u ˧ ˥
煚,k w ɪ ŋ ˧ ˥
煜,j ʊ k ˥
煝,m e i ˨
煞,s aː t ˧
煞唔切掣,s aː t ˧   m ̩ ˨ ˩   t sʰ iː t ˧   t s ɐ i ˧
煞尾科,s aː t ˧   m e i ˩ ˧   f ɔː ˥
煞掣,s aː t ˧   t s ɐ i ˧
煞科,s aː t ˧   f ɔː ˥
煟,w ɐ i ˨
煠,s aː p ˨
煠,s aː p ˨   s ʊ k ˥   m ɐ i ˩ ˧
煠,t s aː ˧
煠熟,s aː p ˨   s ʊ k ˨
煠熟狗頭,s aː p ˨   s ʊ k ˨   k ɐ u ˧ ˥   tʰ ɐ u ˨ ˩
煠番薯,s aː p ˨   f aː n ˥   s yː ˧ ˥
煠粟米,s aː p ˨   s ʊ k ˥   m ɐ i ˩ ˧
煠粽,s aː p ˨   t s ʊ ŋ ˧ ˥
煠糉,s aː p ˨   t s ʊ ŋ ˧ ˥
煠蛋,s aː p ˨   t aː n ˨
煠豬潲,s aː p ˨   t s yː ˥   s aː u ˧
煠雞蛋,s aː p ˨   k ɐ i ˥   t aː n ˧ ˥
煠餃,s aː p ˨   k aː u ˧ ˥
煠鷄蛋,s aː p ˨   k ɐ i ˥   t aː n ˧ ˥
煢,kʰ ɪ ŋ ˨ ˩
煣,"j ɐ u ˧ ˥, j ɐ u ˨ ˩"
煤,m uː i ˨ ˩
煤氣,m uː i ˨ ˩   h e i ˧
煤氣喉,m uː i ˨ ˩   h e i ˧   h ɐ u ˨ ˩
煤礦,m uː i ˨ ˩   kʰ w ɔː ŋ ˧
煥,w uː n ˨
煥然一新,w uː n ˨   j iː n ˨ ˩   j ɐ t ˥   s ɐ n ˥
煦,"h ɵ y ˧ ˥, j yː ˧"
照,t s iː u ˧
照x光,t s iː u ˧   ɪ k ˥   s iː ˨ ˩   k w ɔː ŋ ˥
照吓镜,t s iː u ˧   h aː ˩ ˧   k ɛː ŋ ˧
照彈,t s iː u ˧   tʰ aː n ˨ ˩
照明,t s iː u ˧   m ɪ ŋ ˨ ˩
照明燈,t s iː u ˧   m ɪ ŋ ˨ ˩   t ɐ ŋ ˥
照明設備,t s iː u ˧   m ɪ ŋ ˨ ˩   t sʰ iː t ˧   p e i ˨
照板煮碗,t s iː u ˧   p aː n ˧ ˥   t s iː u ˧ ˥   w uː n ˧ ˥
照板煮糊,t s iː u ˧   p aː n ˧ ˥   t s yː ˧ ˥   w uː ˧ ˥
照殺,t s iː u ˧   s aː t ˧
照版煮碗,t s iː u ˧   p aː n ˧ ˥   t s iː u ˧ ˥   w uː n ˧ ˥
照看,t s iː u ˧   h ɔː n ˧
照耀,t s iː u ˧   j iː u ˨
照肺,t s iː u ˧   f ɐ i ˧
照辦煮碗,t s iː u ˧   p aː n ˧ ˥   t s iː u ˧ ˥   w uː n ˧ ˥
照鏡,t s iː u ˧   k ɛː ŋ ˧
照頭,t s iː u ˧   tʰ ɐ u ˨ ˩
照頭一棍,t s iː u ˧   tʰ ɐ u ˨ ˩   j ɐ t ˥   k w ɐ n ˧
照頭淋,t s iː u ˧   tʰ ɐ u ˨ ˩   l ɐ m ˨ ˩
照顧,t s iː u ˧   k uː ˧
煨,w uː i ˥
煨番薯,w uː i ˥   f aː n ˥   s yː ˨ ˩
煩,f aː n ˨ ˩
煩到死,f aː n ˨ ˩   t o u ˧   s e i ˧ ˥
煩惱,"f aː n ˨ ˩   n o u ˩ ˧, f aː n ˨ ˩   l o u ˩ ˧"
煬,j œː ŋ ˨ ˩
煮,t s yː ˧ ˥
煮到埋嚟先食,t s yː ˧ ˥   t o u ˧ ˥   m aː i ˨ ˩   l e i ˨ ˩   s iː n ˥   s ɪ k ˨
煮咖啡,t s yː ˧ ˥   k aː ˧   f ɛː ˥
煮唔腍,"t s yː ˧ ˥   m ̩ ˨ ˩   n ɐ m ˨ ˩, t s yː ˧ ˥   m ̩ ˨ ˩   l ɐ m ˨ ˩"
煮宵夜,t s yː ˧ ˥   s iː u ˥   j ɛː ˧ ˥
煮沸,t s yː ˧ ˥   f ɐ i ˧
煮燶,"t s yː ˧ ˥   n ʊ ŋ ˥, t s yː ˧ ˥   l ʊ ŋ ˥"
煮燶咗,"t s yː ˧ ˥   n ʊ ŋ ˥   t s ɔː ˧ ˥, t s yː ˧ ˥   l ʊ ŋ ˥   t s ɔː ˧ ˥"
煮燶飯,t s yː ˧ ˥   l ʊ ŋ ˥   f aː n ˨
煮米,t s yː ˧ ˥   m ɐ i ˩ ˧
煮腍,"t s yː ˧ ˥   n ɐ m ˨ ˩, t s yː ˧ ˥   l ɐ m ˨ ˩"
煮重米,t s yː ˧ ˥   t sʰ ʊ ŋ ˩ ˧   m ɐ i ˩ ˧
煮食,t s yː ˧ ˥   s ɪ k ˨
煮飯,t s yː ˧ ˥   f aː n ˨
煮飯仔,t s yː ˧ ˥   f aː n ˨   t s ɐ i ˧ ˥
煮餸,t s yː ˧ ˥   s ʊ ŋ ˧
煱,w ɔː ˥
煲,p o u ˥
煲𧘹,p o u ˥   tʰ aː i ˥
煲仔飯,p o u ˥   t s ɐ i ˧ ˥   f aː n ˨
煲冇米粥,p o u ˥   m o u ˩ ˧   m ɐ i ˩ ˧   t s ʊ k ˥
煲冇米粥，水汪汪,p o u ˥   m o u ˩ ˧   m ɐ i ˩ ˧   t s ʊ k ˥   s ɵ y ˧ ˥   w ɔː ŋ ˥   w ɔː ŋ ˥
煲呔,p o u ˥   tʰ aː i ˥
煲咖啡,p o u ˥   k aː ˧   f ɛː ˥
煲唔腍,"p o u ˥   m ̩ ˨ ˩   n ɐ m ˨ ˩, p o u ˥   m ̩ ˨ ˩   l ɐ m ˨ ˩"
煲水,p o u ˥   s ɵ y ˧ ˥
煲涼茶,p o u ˥   l œː ŋ ˨ ˩   t sʰ aː ˨ ˩
煲湯,p o u ˥   tʰ ɔː ŋ ˥
煲煙,p o u ˥   j iː n ˥
煲燶,"p o u ˥   n ʊ ŋ ˥, p o u ˥   l ʊ ŋ ˥"
煲燶咗,"p o u ˥   n ʊ ŋ ˥   t s ɔː ˧ ˥, p o u ˥   l ʊ ŋ ˥   t s ɔː ˧ ˥"
煲粥,p o u ˥   t s ʊ k ˥
煲老藕,"p o u ˥   l o u ˩ ˧   ŋ ɐ u ˩ ˧, p o u ˥   l o u ˩ ˧   ɐ u ˩ ˧"
煲耳,p o u ˥   j iː ˩ ˧
煲腍,"p o u ˥   n ɐ m ˨ ˩, p o u ˥   l ɐ m ˨ ˩"
煲茶,p o u ˥   t sʰ aː ˨ ˩
煲菸,p o u ˥   j iː n ˥
煲藥,p o u ˥   j œː k ˨
煲電話粥,p o u ˥   t iː n ˨   w aː ˧ ˥   t s ʊ k ˥
煲飯,p o u ˥   f aː n ˨
煴,w ɐ n ˧
煸,"p iː n ˥, pʰ iː n ˥"
煻,tʰ ɔː ŋ ˨ ˩
煽,s iː n ˧
煽動,s iː n ˧   t ʊ ŋ ˨
煽情,s iː n ˧   t sʰ ɪ ŋ ˨ ˩
煽火,s iː n ˧   f ɔː ˧ ˥
熀,f ɔː ŋ ˧ ˥
熄,s ɪ k ˥
熄匙,s ɪ k ˥   s iː ˨ ˩
熄機,s ɪ k ˥   k e i ˥
熄滅,s ɪ k ˥   m iː t ˨
熄燈,s ɪ k ˥   t ɐ ŋ ˥
熅,"w ɐ n ˥, w ɐ n ˧"
熇,"h aː u ˧ ˥, h ɔː k ˧, h ʊ k ˨"
熊,h ʊ ŋ ˨ ˩
熊仔,h ʊ ŋ ˨ ˩   t s ɐ i ˧ ˥
熊貓,h ʊ ŋ ˨ ˩   m aː u ˥
熊貓噉嘅眼,"h ʊ ŋ ˨ ˩   m aː u ˥   k ɐ m ˧ ˥   k ɛː ˧   ŋ aː n ˩ ˧, h ʊ ŋ ˨ ˩   m aː u ˥   k ɐ m ˧ ˥   k ɛː ˧   aː n ˩ ˧"
熏,f ɐ n ˥
熏陶,f ɐ n ˥   tʰ o u ˨ ˩
熒,j ɪ ŋ ˨ ˩
熒光,j ɪ ŋ ˨ ˩   k w ɔː ŋ ˥
熔,j ʊ ŋ ˨ ˩
熔爐,j ʊ ŋ ˨ ˩   l o u ˨ ˩
熔鑄,j ʊ ŋ ˨ ˩   t s yː ˧
熗,t sʰ œː ŋ ˧
熙,h e i ˥
熛,p iː u ˥
熜,t s ʊ ŋ ˧ ˥
熝,l ʊ k ˨
𤆣熟,s aː p ˨   s ʊ k ˨
