headword,pronunciation
острога,ə s t r ɐ ˈ g a
острога,ə s t r ɐ ˈ gʲ i
острогрудый,о с т р о г р у́ д ы е
острогрудый,о с т р о г р у́ д ы й
остроскулый,о с т р о с к у́ л ы й
остроскулый,о с т р о с к у́ л ы е
осуждённый,ɐ s̪ ʊ ʐ ˈ dʲ ɵ n̪ː ɨ ɪ̯
осуждённый,ɐ s̪ ʊ ʐ ˈ dʲ ɵ n̪ː ɨ ɪ̯ ɪ̈
осциллограмма,о с ц и л л о г р а́ м м а
осциллограмма,о с ц и л л о г р а́ м м ы
осциллограф,о с ц и л л о́ г р а ф ы
осциллограф,о с ц и л л о́ г р а ф
осциллографический,о с ц и л л о г р а ф и́ ч е с к и е
осциллографический,о с ц и л л о г р а ф и́ ч е с к и й
осциллоскоп,о с ц и л л о с к о́ п ы
осциллоскоп,о с ц и л л о с к о́ п
ось,o sʲ
ось,ˈ o sʲ ɪ
осёл,о с ё л
осёл,о с л ы́
отбелка,ɐ d̪ ˈ bʲ e ɫ̪ kʲ ɪ
отбелка,ɐ d̪ ˈ bʲ e ɫ̪ k ə
отбивка,ɐ d ˈ bʲ i f kʲ ɪ
отбивка,ɐ d ˈ bʲ i f k ə
отброс,ɐ d ˈ b r o s ɨ
отброс,ɐ d ˈ b r o s
отвага,ɐ t ˈ v a ɡʲ ɪ
отвага,ɐ t ˈ v a g ə
отверстие,о т в е́ р с т и е
отверстие,о т в е́ р с т и я
отвес,ɐ t̪ ˈ vʲ e s̪ ɨ
отвес,ɐ t̪ ˈ vʲ e s̪
ответ,о т в е́ т
ответ,о т в е́ т ы
ответвление,о т в е т в л е́ н и е
ответвление,о т в е т в л е́ н и я
ответчик,ɐ t̪ ˈ vʲ e t͡ ɕː ɪ k
ответчик,ɐ t̪ ˈ vʲ e t͡ ɕː ɪ kʲ ɪ
отвёртка,ɐ t ˈ vʲ ɵ r t k ə
отвёртка,ɐ t ˈ vʲ ɵ r t kʲ ɪ
отдарок,ɐ t ˈ d a r ə k
отдарок,ɐ t ˈ d a r kʲ ɪ
отдел,ɐ t ˈ dʲ e ɫ
отдел,ɐ t ˈ dʲ e ɫ ɨ
отделение,о т д е л е́ н и е
отделение,о т д е л е́ н и я
отель,ɐ ˈ t ɛ lʲ ɪ
отель,ɐ ˈ t ɛ lʲ
отельчик,о т э́ л ь ч и к и
отельчик,о т э́ л ь ч и к
отец,о т е́ ц
отец,о т ц ы́
отжимание,ə d ʐ ɨ ˈ m a nʲ ɪ j ə
отзыв,ɐ d ˈ z ɨ v ɨ
отзыв,ɐ d ˈ z ɨ f
отзыв,ˈ o d z ɨ v ɨ
отзыв,ˈ o d z ɨ f
отказ,ɐ t ˈ k a z ɨ
отказ,ɐ t ˈ k a s
откармливание,о т к а́ р м л и в а н и я
откармливание,о т к а́ р м л и в а н и е
откат,ɐ t ˈ k a t ɨ
откат,ɐ t ˈ k a t
откачка,ɐ t ˈ k a t͡ ɕ kʲ ɪ
откачка,ɐ t ˈ k a t͡ ɕ k ə
отклонение,о т к л о н е́ н и е
отклонение,о т к л о н е́ н и я
откол,ɐ t ˈ k o l ɨ
откол,ɐ t ˈ k o l
откос,ɐ t ˈ k o s
откос,ɐ t ˈ k o s ɨ
откровение,ɐ t̪ k r ɐ ˈ vʲ e nʲ ɪ ɪ̯ ə
открытие,о т к р ы́ т и я
открытие,о т к р ы́ т и е
отлив,ɐ t ˈ lʲ i f
отлив,ɐ t ˈ lʲ i v ɨ
отлучение,ə t ɫ ʊ ˈ t͡ ɕ e nʲ ɪ j ə
отмель,ˈ o t mʲ ɪ lʲ
отмель,ˈ o t mʲ ɪ lʲ ɪ
относительность,ə t n ɐ ˈ sʲ i tʲ ɪ lʲ n ə sʲ tʲ ɪ
относительность,ə t n ɐ ˈ sʲ i tʲ ɪ lʲ n ə sʲ tʲ
отношение,ə t n ɐ ˈ ʂ ɛ n ɪ j ə
отоваривание,о т о в а́ р и в а н и я
отоваривание,о т о в а́ р и в а н и е
отоневролог,о т о н е в р о́ л о г и
отоневролог,о т о н е в р о́ л о г
отоневрологический,о т о н е в р о л о г и́ ч е с к и й
отоневрологический,о т о н е в р о л о г и́ ч е с к и е
отоневрология,о т о н е в р о л о́ г и я
отоневрология,о т о н е в р о л о́ г и и
оторопь,о́ т о р о п ь
оторопь,о́ т о р о п и
отпевание,ɐ t pʲ ɪ ˈ v a nʲ ɪ j е
отпевание,ɐ t pʲ ɪ ˈ v a nʲ ɪ j ə
отпивание,о т п и в а́ н и е
отпивание,о т п и в а́ н и я
отпитие,о т п и́ т и е
отпитие,о т п и́ т и я
отповедь,ˈ o t p ə vʲ ɪ dʲ ɪ
отповедь,ˈ o t p ə vʲ ɪ tʲ
отпуск,о т п у с к а́
отпуск,о́ т п у с к
отработка,ə t r ɐ ˈ b o t kʲ ɪ
отработка,ə t r ɐ ˈ b o t k ə
отрава,ɐ ˈ t r a v ə
отрава,ɐ ˈ t r a v ɨ
отражение,о т р а ж е́ н и е
отражение,о т р а ж е́ н и я
отрасль,ˈ o t r ə s lʲ ɪ
отрасль,ˈ o t r ə s ɨ lʲ
отрезок,ɐ t ˈ rʲ e z ə k
отрезок,ɐ t ˈ rʲ e s kʲ ɪ
отрицание,о т р и ц а́ н и я
отрицание,о т р и ц а́ н и е
отрицатель,ɐ t rʲ ɪ ˈ t͡ s a tʲ ɪ lʲ
отряд,ɐ t ˈ rʲ æ d ɨ
отряд,ɐ t ˈ rʲ æ t
отсебятина,о т с е б я́ т и н а
отсебятина,о т с е б я́ т и н ы
отсев,ɐ t ˈ sʲ e f
отсев,ɐ t ˈ sʲ e v ɨ
отсек,о т с е́ к и
отсек,о т с е́ к
отсосник,о т с о́ с н и к
отсосник,о т с о́ с н и к и
отставка,ɐ t͡ s ˈ t̪ a f k ə
отставка,ɐ t͡ s ˈ t̪ a f kʲ ɪ
отставник,ɐ t s t ɐ v ˈ nʲ i k ɪ
отставник,ɐ t s t ɐ v ˈ nʲ i k
отстой,ɐ t͡ s ˈ t̪ o̞ ɪ
отстой,ɐ t͡ s ˈ t̪ o̞ ɪ̯
оттопыривание,о т т о п ы́ р и в а н и е
оттопыривание,о т т о п ы́ р и в а н и я
оттёк,ɐ ˈ tʲː ɵ kʲ ɪ
оттёк,ɐ ˈ tʲː ɵ k
отуманенный,ɐ t u m a nʲ ɪ nː ɨ j
отуманенный,ɐ t u m a nʲ ɪ nː ɨ ɛ
отходчивый,о т х о́ д ч и в ы е
отходчивый,о т х о́ д ч и в ы й
отцеубийство,ə t t s ɨ ʊ ˈ bʲ i j s t v ə
отцеубийца,ə t t s ɨ ʊ ˈ bʲ i j t s ɨ
отцеубийца,ə t t s ɨ ʊ ˈ bʲ i j t s ə
отчаяние,о т ч а́ я н и е
отчаяние,о т ч а́ я н и я
отчаянье,о т ч а́ я н ь е
отчаянье,о т ч а́ я н ь я
отчество,ˈ o ʨ ɪ s t v ə
отчётность,ɐ ˈ ʨː ɵ t n ə sʲ tʲ
отчётность,ɐ ˈ ʨː ɵ t n ə sʲ tʲ ɪ
отшелушивание,о т ш е л у́ ш и в а н и е
отшелушивание,о т ш е л у́ ш и в а н и я
отшельник,ɐ t ˈ ʂ e lʲ nʲ ɪ kʲ ɪ
отшельник,ɐ t ˈ ʂ e lʲ nʲ ɪ k
отщеп,ɐ t͡ ɕ ˈ ɕː e p ɨ
отщеп,ɐ t͡ ɕ ˈ ɕː e p
отыгрыш,ˈ o t ɨ g r ɨ ʂ ɨ
отыгрыш,ˈ o t ɨ g r ɨ ʂ
офицер,ə fʲ ɪ ˈ t s ɛ r ɨ
офицер,ə fʲ ɪ ˈ t s ɛ r
официанточка,о ф и ц и а́ н т о ч к и
официанточка,о ф и ц и а́ н т о ч к а
официоз,о ф и ц и о́ з ы
официоз,о ф и ц и о́ з
оффшор,ɐ f ˈ ʂ o r
оффшор,ɐ f ˈ ʂ o r ɨ
охламон,о х л а м о́ н
охламон,о х л а м о́ н ы
охломон,ə x ɫ̪ ɐ ˈ m o̞ n̪
охломон,ə x ɫ̪ ɐ ˈ m o̞ n̪ ɨ
оход,о́ х о д
оход,о́ х о д ы
охота,ɐ ˈ x o t̪ ɨ
охота,ɐ ˈ x o t̪ ə
охотник,ɐ ˈ x o t nʲ ɪ k ɪ
охотник,ɐ ˈ x o t nʲ ɪ k
охранка,ɐ x ˈ r a n̪ kʲ ɪ
охранка,ɐ x ˈ r a n̪ k ə
охуение,ɐ x ʊ ɪ̯ j ˈ e nʲ ɪ ɪ̯ ə
оценка,о ц е́ н к и
оценка,о ц е́ н к а
очаг,ə ʨ ɪ ˈ gʲ i
очаг,ɐ ˈ ʨ æ k
очажный,ə ˈ ʨ a ʐ n ɨ j
очажный,ə ˈ ʨ a ʐ n ɨ j ɪ
очевидец,ɐ t͡ ɕ ɪ ˈ vʲ i t͡ sː ɨ
очевидец,ɐ t͡ ɕ ɪ ˈ vʲ i dʲ ɪ t͡ s
очеловечивание,о ч е л о в е́ ч и в а н и я
очеловечивание,о ч е л о в е́ ч и в а н и е
очепятка,ɐ t͡ ɕ ɪ ˈ pʲ a t̪ kʲ ɪ
очепятка,ɐ t͡ ɕ ɪ ˈ pʲ a t̪ k ə
очередь,ˈ o t͡ ɕ ɪ rʲ ɪ tʲ
очередь,ˈ o t͡ ɕ ɪ rʲ ɪ dʲ ɪ
очерк,ˈ o ʨ ɪ r kʲ ɪ
очерк,ˈ o ʨ ɪ r k
очернительница,о ч е р н и́ т е л ь н и ц ы
очернительница,о ч е р н и́ т е л ь н и ц а
очертание,ə ʨ ɪ r ˈ t a nʲ ɪ j ə
очечник,ɐ ˈ ʨ e ʂ nʲ ɪ kʲ ɪ
очечник,ɐ ˈ ʨ e ʂ nʲ ɪ k
очешник,ɐ ˈ ʨ e ʂ nʲ ɪ kʲ ɪ
очешник,ɐ ˈ ʨ e ʂ nʲ ɪ k
очко,ɐ ʨ ˈ k o
очко,ɐ ʨ ˈ kʲ i
ошибка,о ш и́ б к а
ошибка,о ш и́ б к и
ошибочность,о ш и́ б о ч н о с т и
ошибочность,о ш и́ б о ч н о с т ь
ошмёток,ɐ ˈ ʂ mʲ ɵ t kʲ ɪ
ошмёток,ɐ ˈ ʂ mʲ ɵ t ə k
ощупь,ˈ o ɕ ɕ ʊ pʲ
ощупь,ˈ o ɕ ɕ ʊ pʲ i
пава,ˈ p a v ɨ
пава,ˈ p a v ə
павиан,p ə vʲ ɪ ˈ a n
павиан,p ə vʲ ɪ ˈ a n ɨ
павлин,п а в л и́ н
павлин,п а в л и́ н ы
паводок,ˈ p a v ə t kʲ ɪ
паводок,ˈ p a v ə d ə k
пагода,ˈ p a g ə d ɨ
пагода,ˈ p a g ə d ə
падаль,
падаль,ˈ p ɑ d ɐ lʲ
падеж,p ə dʲ ɪ ˈ ʐ ɨ
падеж,p ɐ ˈ dʲ e ʂ
падекатр,p ə d ɛ ˈ k ɑ t r ɨ
падекатр,p ə d ɛ ˈ k ɑ t r
падение,p ɐ ˈ dʲ e nʲ ɪ j ə
падик,ˈ p a dʲ ɪ kʲ ɪ
падик,ˈ p a dʲ ɪ k
падла,п а́ д л ы
падла,п а́ д л а
падь,ˈ p a dʲ
падь,ˈ p a dʲ ɪ
паж,p ɐ ˈ ʐ ɨ
паж,p ä ʂ
паз,p ɐ ˈ z ɨ
паз,p ɑ s
пазл,ˈ p ä z̪ ɫ̪ ɨ
пазл,p ä z̪ ɫ̪
пазуха,п а́ з у х а
пазуха,п а́ з у х и
пай,п а́ й
пай,п а и́
пайп,ˈ p a ɪ̯ p ɨ
пайп,p a ɪ̯ p
пакет,п а к е́ т
пакет,п а к е́ т ы
пакостнический,п а́ к о с т н и ч е с к и й
пакостнический,п а́ к о с т н и ч е с к и е
пакость,ˈ p a k ə sʲ tʲ ɪ
пакость,ˈ p a k ə sʲ tʲ
пал,p ɐ ˈ ɫ ɨ
пал,ˈ p a ɫ ɨ
пал,p a ɫ
паланкин,п а л а н к и́ н ы
паланкин,п а л а н к и́ н
палатка,п а л а́ т к и
палатка,п а л а́ т к а
палач,p ʌ ˈ l a t ʃ
палач,p ə l ʌ ˈ t ʃ ɪ
палеоантроп,п а л е о а́ н т р о п
палеоантроп,п а л е о а́ н т р о п ы
палеовулканолог,п а̀ л е о в у л к а н о́ л о г
палеовулканолог,п а̀ л е о в у л к а н о́ л о г и
палеодиктион,п а̀ л е о д и к т и о́ н ы
палеодиктион,п а̀ л е о д и к т и о́ н
палеозой,p ə lʲ ɪ ɐ ˈ z o ɪ
палеозой,p ə lʲ ɪ ɐ ˈ z o j
палеопочвовед,п а̀ л е о п о ч в о в е́ д ы
палеопочвовед,п а̀ л е о п о ч в о в е́ д
палеопочвоведение,п а̀ л е о п о ч в о в е́ д е н и е
палеопочвоведение,п а̀ л е о п о ч в о в е́ д е н и я
палец,п а́ л е ц
палец,п а́ л ь ц ы
пали,ˈ p a lʲ ɪ
палисад,p ə lʲ ɪ ˈ s a t
палисад,p ə lʲ ɪ ˈ s a d ɨ
палитра,p ɐ ˈ lʲ i t r ɨ
палитра,p ɐ ˈ lʲ i t r ə
палия,ˈ p a lʲ ɪ ɪ̯ ɪ
палия,ˈ p a lʲ ɪ ɪ̯ ə
палка,ˈ p ɑ ɫ̪ kʲ ɪ
палка,ˈ p ɑ ɫ̪ k ə
палладий,p ɐ ˈ ɫ a dʲ d ɪ j
палладий,p ɐ ˈ ɫ a dʲ d ɪ ɪ
паллета,p ɐ ˈ lʲ e t ə
паллета,p ɐ ˈ lʲ e t ɨ
паллетирование,п а л л е т и́ р о в а н и е
паллетирование,п а л л е т и́ р о в а н и я
паломник,п а л о́ м н и к и
паломник,п а л о́ м н и к
палочка,ˈ p ɑ ɫ ə t͡ ɕ kʲ ɪ
палочка,ˈ p ɑ ɫ ə t͡ ɕ k ə
палочник,п а́ л о ч н и к и
палочник,п а́ л о ч н и к
пальма,ˈ p a lʲ m ɨ
пальма,ˈ p a lʲ m ə
памфлет,p ɐ m ˈ f lʲ e t
памфлет,p ɐ m ˈ f lʲ e t ɨ
память,ˈ p ä mʲ ɪ tʲ ɪ
память,ˈ p ä mʲ ɪ tʲ
панагия,п а н а г и́ и
панагия,п а н а г и́ я
паназиатский,п а н а з и а́ т с к и й
паназиатский,п а н а з и а́ т с к и е
панариций,p ə n ɐ ˈ rʲ i t s ɪː
панариций,p ə n ɐ ˈ rʲ i t s ɪ j
панда,п а́ н д а
панда,п а́ н д ы
пандемия,p ə n d ɛ ˈ mʲ i ɪ
пандемия,p ə n d ɛ ˈ mʲ i j ə
пандус,п а́ н д у с ы
пандус,п а́ н д у с
панель,p ɐ ˈ n ɛ lʲ ɪ
панель,p ɐ ˈ n ɛ lʲ
пани,ˈ p ä nʲ ɪ
паника,ˈ p a nʲ ɪ k ə
паника,ˈ p a nʲ ɪ kʲ ɪ
паникадило,p ə nʲ i k ʌ dʲ i ɫ ə
панихида,п а н и х и́ д ы
панихида,п а н и х и́ д а
панк,p a n k
панк,ˈ p a n kʲ ɪ
панк-группа,p ɐ n̪ k ˈ ɡ r u pː ə
панк-группа,p ɐ n̪ k ˈ ɡ r u pː ɨ
пансион,p ə n sʲ ɪ ˈ o n
пансион,p ə n sʲ ɪ ˈ o n ɨ
пансионер,п а н с и о н е́ р
пансионер,п а н с и о н е́ р ы
пантеон,p ɐ n t ɜ ˈ o n
пантеон,p ɐ n t ɜ ˈ o n ɨ
пантографный,п а н т о́ г р а ф н ы е
пантографный,п а н т о́ г р а ф н ы й
панъевропейский,п а н ъ е в р о п е́ й с к и е
панъевропейский,п а н ъ е в р о п е́ й с к и й
папа,ˈ p ɑ p ə
папа,ˈ p ɑ p ɨ
папарацци,p ə p ɐ ˈ r a t t s ɨ
папаша,p ɐ ˈ p a ʂ ə
папаша,p ɐ ˈ p a ʂ ɨ
паперть,п а́ п е р т ь
паперть,п а́ п е р т и
папик,ˈ p a pʲ ɪ k
папик,ˈ p a pʲ ɪ kʲ ɪ
папироса,p ə pʲ ɪ ˈ r o s ə
папироса,p ə pʲ ɪ ˈ r o s ɨ
папка,ˈ p a p kʲ ɪ
папка,ˈ p a p k ə
папоротник,п а́ п о р о т н и к и
папоротник,п а́ п о р о т н и к
пар,п а р
пар,п а р ы́
пар,ˈ p a ɹ
пар,p a ˈ ɹ ɨ
пара,п а р ы́
пара,п а́ р ы
пара,п а́ р а
парабола,p ɐ ˈ r a b ə ɫ ə
парабола,p ɐ ˈ r a b ə ɫ ɨ
параван,п а р а в а́ н ы
параван,п а р а в а́ н
парад,п а р а́ д ы
парад,п а р а́ д
парадигма,p ə r ɐ ˈ dʲ i g m ɪ
парадигма,p ə r ɐ ˈ dʲ i g m ə
парадиз,p ə r ɐ ˈ dʲ i z ɨ
парадиз,p ə r ɐ ˈ dʲ i s
парадокс,p ə r ɐ ˈ d o k s
парадокс,p ə r ɐ ˈ d o k s ɨ
паразит,p ə r ɐ ˈ zʲ i t
паразит,p ə r ɐ ˈ zʲ i t ɨ
паразитолог,п а р а з и т о́ л о г и
паразитолог,п а р а з и т о́ л о г
паразитология,п а р а з и т о л о́ г и и
паразитология,п а р а з и т о л о́ г и я
паралич,p ə r ɐ ˈ lʲ i ʨ
паралич,p ə r ə lʲ ɪ ˈ ʨ i
параман,п а р а м а́ н
параман,п а р а м а́ н ы
парамеция,п а р а м е́ ц и и
парамеция,п а р а м е́ ц и я
паранойя,п а р а н о́ й я
паранойя,п а р а н о́ й и
параплан,p ə r ɐ ˈ p ɫ a n
параплан,p ə r ɐ ˈ p ɫ a n ɨ
паратиф,п а р а т и́ ф
паратиф,п а р а т и́ ф ы
парафилия,п а р а ф и л и́ и
парафилия,п а р а ф и л и́ я
парафин,p ə r ɐ ˈ fʲ i n
парафин,p ə r ɐ ˈ fʲ i n ɨ
парашют,p ə r ɐ ˈ ɕ u t ɨ
парашют,p ə r ɐ ˈ ɕ u t
парикмахерская,п а р и к м а́ х е р с к а я
парикмахерская,п а р и к м а́ х е р с к и е
пария,ˈ p a rʲ ɪ ɪ
пария,ˈ p a rʲ ɪ j ə
парк,п а р к
парк,п а́ р к и
парктроник,p ɐ r k ˈ t r o nʲ ɪ k
парктроник,p ɐ r k ˈ t r o nʲ ɪ kʲ ɪ
парламентарий,p ə r l ə mʲ ɪ n ˈ t a rʲ ɪ ɪ
парламентарий,p ə r l ə mʲ ɪ n ˈ t a rʲ ɪ j
парник,п а́ р н и к и
парник,п а́ р н и к
парничок,п а р н и ч о́ к
парничок,п а р н и ч к и́
парность,ˈ p a r n ə sʲ tʲ
паровоз,p ə r ɐ ˈ v o z ɨ
паровоз,p ə r ɐ ˈ v o s
паровозостроение,p ə r ɐ ˌ v o z ə s t r ɐ ˈ j e nʲ ɪ j ə
пародия,p ɐ ˈ r o dʲ ɪ j ɪ
пародия,p ɐ ˈ r o dʲ ɪ j ə
парок,п а р к и́
парок,п а р о́ к
пароконный,п а р о к о́ н н ы е
пароконный,п а р о к о́ н н ы й
пароксизм,п а р о к с и́ з м ы
пароксизм,п а р о к с и́ з м
пароль,p ɐ ˈ r o lʲ ɪ
пароль,p ɐ ˈ r o lʲ
паром,p ɐ ˈ r o m ɨ
паром,p ɐ ˈ r o m
паромщица,п а р о́ м щ и ц а
паромщица,п а р о́ м щ и ц ы
парсек,п а р с е́ к и
парсек,п а р с е́ к
парта,ˈ p a r t ə
парта,ˈ p a r t ɨ
партизан,p ɐ r tʲ ɪ ˈ z a n
партизан,p ɐ r tʲ ɪ ˈ z a n ɨ
партикабль,p ɐ r tʲ ɪ ˈ k a b lʲ ɪ
партикабль,p ɐ r tʲ ɪ ˈ k a b lʲ
партия,п а́ р т и и
партия,п а́ р т и я
парус,p ə r ʊ ˈ s a
парус,ˈ p ɑ r ʊ s
парусник,ˈ p a r ʊ s ⁽ʲ ⁾ nʲ ɪ k
парусник,ˈ p a r ʊ s ⁽ʲ ⁾ nʲ ɪ kʲ ɪ
паскуда,p ɐ s̪ ˈ k u d̪ ɨ
паскуда,p ɐ s̪ ˈ k u d̪ ə
паслён,п а с л ё н
паслён,п а с л ё н ы
паспорт,p ə s p ɐ r ˈ t ä
паспорт,ˈ p ä s p ə r t
пассажир,п а с с а ж и́ р ы
пассажир,п а с с а ж и́ р
пассатижи,
пассатижи,p ə s ɐ ˈ tʲ i ʐ ɨ
пассия,ˈ p a sʲː ɪ j ə
пассия,ˈ p a sʲː ɪ ɪ
пастафарианец,п а с т а ф а р и а́ н ц ы
пастафарианец,п а с т а ф а р и а́ н е ц
паства,ˈ p a s t v ə
паства,ˈ p a s t v ɨ
пастель,p ɐ s ˈ t ɛ lʲ
пастель,p ɐ s ˈ t ɛ lʲ ɪ
пастернак,p ə s t ɛ r ˈ n a kʲ ɪ
пастернак,p ə s t ɛ r ˈ n a k
пастила,p ə sʲ tʲ ɪ ˈ ɫ a
пастила,p ɐ sʲ ˈ tʲ i ɫ ɨ
пастораль,p ə s t ɐ ˈ r a lʲ ɪ
пастораль,p ə s t ɐ ˈ r a lʲ
пастух,п а с т у х и́
пастух,п а с т у́ х
пастушок,p ɐ s̪ t̪ ʊ ʂ ˈ kʲ i
пастушок,p ɐ s̪ t̪ ʊ ˈ ʂ o k
пасть,ˈ p a sʲ tʲ ɪ
пасть,p a sʲ tʲ
пасха,ˈ p a s x ə
пасха,ˈ p a s x ɪ
пасынок,ˈ p a s ɨ n kʲ ɪ
пасынок,ˈ p a s ɨ n ə k
патера,p ɐ ˈ t ɛ r ɨ
патера,p ɐ ˈ t ɛ r ə
патефон,п а т е ф о́ н ы
патефон,п а т е ф о́ н
патогенность,п а т о г е́ н н о с т ь
патогенность,п а т о г е́ н н о с т и
патология,p ə t̪ ɐ ˈ ɫ̪ o ɡʲ ɪ ɪ̯ ɪ
патология,p ə t̪ ɐ ˈ ɫ̪ o ɡʲ ɪ ɪ̯ ə
патримониальный,п а т р и м о н и а́ л ь н ы й
патримониальный,п а т р и м о н и а́ л ь н ы е
патриот,p ə t rʲ ɪ ˈ o t
патриот,p ə t rʲ ɪ ˈ o t ɨ
патрон,п а т р о́ н ы
патрон,п а т р о́ н
патронташ,p ə t r ɐ n ˈ t a ʂ
патронташ,p ə t r ɐ n ˈ t a ʂ ɨ̞
патрулирование,p ə t r ʊ ˈ lʲ i r ə v ə nʲ ɪ j ə
паужин,ˈ p ä ʊ ʐ ɨ n̪ ɨ
паужин,ˈ p ä ʊ ʐ ɨ n̪
паук,п а у́ к
паук,п а у к и́
пауперизм,p a ʊ pʲ ɪ ˈ rʲ i z m
паутина,п а у т и́ н ы
паутина,п а у т и́ н а
паушальный,п а у ш а́ л ь н ы е
паушальный,п а у ш а́ л ь н ы й
пафос,ˈ p a f ə s
пафос,ˈ p a f ə s ɨ
пахан,p ə x ɐ ˈ n ɨ
пахан,p ɐ ˈ x a n
пахитоса,p ə xʲ ɪ ˈ t o s ɨ
пахитоса,p ə xʲ ɪ ˈ t o s ə
пахта,ˈ p a x t ɨ
пахта,ˈ p a x t ə
пацан,p ɐ ˈ t͡ s a n̪
пацан,p ə t͡ s ɐ ˈ n̪ ɨ
пацифик,п а ц и́ ф и к и
пацифик,п а ц и́ ф и к
паша,p ɐ ˈ ʂ ɨ
паша,p ɐ ˈ ʂ ä
паштет,п а ш т е́ т
паштет,п а ш т е́ т ы
пащека,ˈ p a ɕ ɪ kʲ ɪ
пащека,ˈ p a ɕ ɪ k ə
паюс,п а́ ю с ы
паюс,п а́ ю с
паяльничек,п а я́ л ь н и ч е к
паяльничек,п а я́ л ь н и ч к и
паяц,п а я́ ц ы
паяц,п а я́ ц
паёк,п а й к и́
паёк,п а ё к
певец,п е в ц ы́
певец,п е в е́ ц
певец-сказитель,п е в е́ ц с к а з и́ т е л ь
певец-сказитель,п е в ц ы́ с к а з и́ т е л и
педагог,pʲ ɪ d ɐ ˈ g o k
педагог,pʲ ɪ d ɐ ˈ g o gʲ ɪ
педантизм,pʲ ɪ d̪ ɐ n̪ ˈ tʲ i z̪ m
педантизм,pʲ ɪ d̪ ɐ n̪ ˈ tʲ i z̪ m ɨ
педераст,pʲ ɪ d̪ ɛ ˈ r ä s̪ t̪ ɨ
педераст,pʲ ɪ d̪ ɛ ˈ r ä s̪ t̪
педик,ˈ pʲ e dʲ ɪ k
педик,ˈ pʲ e dʲ ɪ kʲ ɪ
педоистерия,п е д о и с т е р и́ я
педоистерия,п е д о и с т е р и́ и
педрила,pʲ ɪ d̪ ˈ rʲ i ɫ̪ ɨ
педрила,pʲ ɪ d̪ ˈ rʲ i ɫ̪ ə
педучилище,ˌ pʲ e d̪ ʊ ˈ t͡ ɕ i lʲ ɪ ɕː ə
пейзаж,п е й з а́ ж и
пейзаж,п е й з а́ ж
пейнтбол,p ɛ ɪ̯ n d ˈ b o l
пейнтбол,p ɛ ɪ̯ n d ˈ b o l ɨ
пек,ˈ pʲ ɛ kʲ ɪ
пек,pʲ ɛ k
пекарня,pʲ ɪ ˈ k ɑ r nʲ ə
пекарня,pʲ ɪ ˈ k ɑ r nʲ ɪ
пекулий,pʲ ɪ ˈ k u lʲ ɪ ɪ
пекулий,pʲ ɪ ˈ k u lʲ ɪ ɪ̯
пелена,pʲ ɪ lʲ ɪ ˈ n a
пелена,pʲ ɪ lʲ ɪ ˈ n ɨ
пеликан,п е л и к а́ н
пеликан,п е л и к а́ н ы
пелотон,п е л о т о́ н ы
пелотон,п е л о т о́ н
пелядь,п е́ л я д ь
пелядь,п е́ л я д и
пелёнка,п е л ё н к и
пелёнка,п е л ё н к а
пена,ˈ pʲ e n ɨ
пена,ˈ pʲ e n ə
пенал,п е н а́ л ы
пенал,п е н а́ л
пендель,ˈ pʲ e n̪ d̪ ɛ lʲ
пендель,ˈ pʲ e n̪ d̪ ɛ lʲ ɪ
пенис,ˈ pʲ ɛ nʲ ɪ s ˈ pʲ e n i s
пенис,ˈ pʲ ɛ nʲ ɪ s ɨ ˈ pʲ e n i s ɨ
пенициллин,ˌ p e n ə ˈ s ɪ l ɪ n
пенсионер,п е н с и о н е́ р ы
пенсионер,п е н с и о н е́ р
пенсне,pʲ ɪ n s ˈ n ɛ
пень,п е н ь
пень,п н и
пенька,pʲ ɪ nʲ ˈ k a
пенька,pʲ ɪ nʲ ˈ kʲ i ˈ pʲ e nʲ kʲ ɪ
пенязь,pʲ ɪ ˈ nʲ æ zʲ ɪ
пенязь,pʲ ɪ ˈ nʲ æ sʲ
пенёк,pʲ ɪ nʲ ˈ kʲ i
пенёк,pʲ ɪ ˈ nʲ o k
пепелац,pʲ ɪ pʲ ɪ ˈ l a t s
пепелац,pʲ ɪ pʲ ɪ ˈ l a t s ɨ
пепельница,п е́ п е л ь н и ц а
пепельница,п е́ п е л ь н и ц ы
первачок,pʲ ɪ r v ɐ ʨ ˈ kʲ i
первачок,pʲ ɪ r v ɐ ˈ ʨ ɵ k
первенец,ˈ pʲ ɛ r vʲ ɪ nʲ ɪ t s ɨ
первенец,ˈ pʲ ɛ r vʲ ɪ nʲ ɪ t s
первенство,ˈ pʲ e ɾ vʲ ɪ n s t v ɐ
первенство,ˈ pʲ e ɾ vʲ ɪ n s t v ə
перверт,pʲ ɪ r ˈ vʲ e r t̪ ɨ
перверт,pʲ ɪ r ˈ vʲ e r t̪
первоклассник,pʲ ɪ v ɐ ˈ k ɫ ɑ sʲ nʲ ɪ kʲ ɪ
первоклассник,pʲ ɪ v ɐ ˈ k ɫ ɑ sʲ nʲ ɪ k
первооснова,pʲ ɪ r v ə ɐ s ˈ n o v ə
первооснова,pʲ ɪ r v ə ɐ s ˈ n o v ɨ
первооткрывательница,п ѐ р в о о т к р ы в а́ т е л ь н и ц а
первооткрывательница,п ѐ р в о о т к р ы в а́ т е л ь н и ц ы
первородящая,п е р в о р о д я́ щ и е
